ph,Turbidity
,4.387208418
,2.999702321
8.501711439,5.612295662
7.741245059,3.741143366
4.187490815,4.592959344
,4.604724796
7.808012212,4.165549906
5.895948983,3.659652968
7.269652253,3.789236757
,3.89891586
9.489600966,4.300694899
7.457979827,4.497730796
7.992320364,4.342796788
7.746343115,3.678686031
8.27579563,4.72133955
6.879959452,5.688206949
6.799375518,3.819985377
8.167767663,3.41068554
,3.261651399
4.736404607,4.995601766
5.95392389,3.968647163
6.578998162,3.690929417
8.775485734,4.393944466
6.850302032,3.08029671
8.757110512,3.80879301
,3.242545448
,4.005892992
8.073278952,4.854312786
5.078274175,3.631042314
7.444914015,2.571391506
9.434005875,4.201054364
5.905906954,2.917284056
5.803496976,2.181714167
7.617151922,3.422543431
9.008464334,3.911014707
5.422445768,2.91175139
9.778181813,4.143365319
5.204938763,3.439561019
4.872560878,3.918005799
7.793914804,4.220027671
,4.081328787
7.058182608,3.613834771
7.890354274,3.209588058
7.535700191,4.208354354
7.202534416,5.702504528
,4.398059123
8.722143777,3.274628642
8.352635176,3.939011353
6.284385791,5.030712169
,4.052367138
9.30566048,4.485070147
4.923178856,3.329600783
6.14301848,5.37040341
5.744504157,3.53350015
6.616649175,3.881767178
7.62349992,4.764995184
7.860106422,3.499774684
7.393110153,4.431739047
,4.641041336
5.579517093,4.043914693
4.303574607,2.010537157
7.310715696,3.57882634
6.417702476,4.046305672
,3.89406116
10.77431809,3.229834159
5.036453976,3.534665425
,4.318271773
10.41504401,4.209136505
8.41860665,3.44284782
7.808641136,2.472720325
7.55796363,3.292270153
11.24450714,2.929952739
5.728823779,4.41217355
10.48680842,3.804352132
3.792125732,4.620685586
5.716251354,3.433135385
,4.536122682
5.473603398,4.957822241
,5.113869706
6.770926884,4.91053382
6.043360084,4.745247517
,3.09381445
6.320427823,4.553380743
9.185417502,4.186674618
8.684778672,3.877349185
7.961721463,2.286943495
5.484151254,4.43885846
7.186931122,4.275645348
5.470802484,2.962852429
,3.843405196
9.792727769,3.729120402
3.637170625,5.446565703
7.064789081,4.401627835
6.632031569,3.38629429
5.913956688,5.648605949
9.484703254,4.132274238
8.447404488,5.21830711
7.727421141,4.60180209
6.859323726,4.501980015
5.846786697,3.371110881
6.300001767,3.709437181
6.646469922,4.387601742
7.313446756,2.220639923
6.572656389,2.820927249
6.002414612,4.315308015
,3.62463525
5.93605711,3.940282339
7.591089848,4.531196013
6.875746152,3.397302572
8.016279103,4.308222881
8.783596632,3.470885424
6.911698241,4.616641008
8.719240207,3.912836037
5.974583248,3.721974696
4.429378735,4.271167637
,3.840888762
,3.190127771
8.215123507,4.511384049
7.828740105,5.199446636
7.949964795,3.31715245
6.114332051,3.68040999
,4.516869764
7.139428273,3.771596492
,4.314495017
7.96852587,3.173879163
6.635894308,4.523236866
6.394548023,3.042496818
6.280978207,4.599432014
7.992026977,4.647095594
5.068795502,4.362085653
,3.499453074
8.151248962,2.799883321
7.582941677,4.164028619
5.34411687,4.104698561
7.871961403,2.938536287
5.327023534,4.855821251
10.55027327,3.951304463
,3.068919237
7.47102667,3.70797408
7.943882477,4.111691345
2.69083124,4.650033779
9.13569426,3.281802196
5.214009194,4.453525556
8.649534947,5.229809193
7.75667895,2.842470708
7.104295204,5.464856803
5.363362645,3.871372489
6.582499747,4.152014127
6.810466517,4.402339513
,2.372924722
5.574116595,5.152527698
8.555283423,3.687152068
4.483402761,2.203840524
3.783043638,4.402244146
7.138374317,4.144872251
,3.210168089
7.912361028,2.878515631
,4.217743745
9.128357758,3.762222689
5.271971378,4.119436475
6.465093529,3.790523693
8.245186596,4.125731794
,3.502081504
6.704791892,3.806596292
6.430254786,4.805791534
7.482791276,4.094746286
5.504452321,4.657360934
7.521920636,3.110932391
,4.559336642
8.522567733,3.358284405
5.694475546,4.107467119
6.93450359,3.875238037
6.115180039,3.69086186
8.575673022,3.506229064
5.689142988,4.592979951
,4.059377404
7.2261272,4.153558901
7.197795992,3.844013287
3.846814328,3.584201916
5.896339346,5.032854921
,3.572343822
8.326349854,4.395284863
6.891561655,3.561962572
5.548124947,4.599235865
,4.31606325
5.386637962,4.320900175
7.262534652,4.846359372
6.257085791,3.994713697
7.025504335,2.941555123
6.584839333,3.919954569
6.565633547,2.770948497
6.622102936,5.290920716
7.217392781,3.746619824
5.253907429,3.488372514
8.131375234,3.542810748
6.61977546,4.086920567
,3.293552631
6.217255307,2.08142502
5.019984767,4.089485428
6.907379615,1.496100943
6.313114732,4.126964596
,4.397533101
7.29392925,4.403250065
6.63036382,3.490587573
8.015780395,3.180580187
4.249890379,4.116347641
4.26526964,4.900446069
9.266840595,4.330049469
9.619456626,3.173199767
7.086877326,3.992848211
3.433874059,4.104938403
8.436759029,2.499910135
12.24692807,3.533243425
7.34303194,5.288057554
4.616438934,2.634341021
8.307462969,4.625729242
4.909640554,5.34532394
7.70910636,4.23510812
,3.206995483
7.818274839,3.329243166
8.207458913,4.151865853
6.958534137,4.1946
,4.297913886
4.349439999,4.442711502
6.629985036,2.534499478
8.96969739,3.983098818
6.77105029,3.244866832
6.724639342,2.921414772
,3.439623354
6.967270764,3.272470739
,3.232872116
7.053116739,5.67199885
7.755154227,2.728799592
8.580008559,3.195591056
6.901710203,3.035670597
7.814250247,4.104661963
5.918953546,4.265547139
7.021295306,3.675557956
,4.893750992
8.132736965,2.969433921
6.057068041,4.371747854
5.343075103,4.240031708
,5.444927204
5.742533063,4.272202758
6.584813111,4.404132196
8.070477127,3.055790475
6.652824348,3.661529274
5.506061504,2.778905951
,2.43250721
6.441766486,3.682134341
,4.894842463
8.248703054,3.540532004
2.569243562,5.506934432
5.664845758,3.570290456
8.999498939,3.695084055
5.588537191,4.37399858
6.265637344,3.266028669
6.922041828,4.242947216
8.072612403,5.082206247
8.828094375,3.793317686
8.647454007,3.624100659
7.475536902,4.015574262
11.53488049,3.000096239
6.453064803,3.440858802
8.192210156,3.489283078
7.247700982,3.319952678
7.893131973,3.302211725
6.164449536,3.446401194
7.9373922,4.27085115
8.281120655,3.687995064
4.906491593,3.152344905
8.143483376,2.572830423
5.117913529,3.806700492
6.449070009,3.331549948
5.613562647,3.465088676
5.754212968,5.920233915
6.906574998,3.282749503
6.336267097,3.745724886
8.121253676,4.428311683
,2.909606162
8.935115926,5.168297808
6.45278075,3.425065096
8.458814662,3.507708536
6.930082548,4.14941371
6.255070001,4.194199874
5.669818774,5.600458571
7.945407487,5.428916724
7.499844232,4.454476673
4.695516141,4.641738491
6.710633528,3.863286909
9.502856746,4.237345252
4.405327147,4.086867245
6.810344849,4.115695844
6.983133113,4.426982544
6.968131313,3.030823583
5.76255225,2.906589212
8.397248096,2.835794284
8.828326658,3.052822148
9.395842202,3.530498325
7.593176933,3.542092644
5.149133288,4.839176158
4.916740541,3.613212412
,4.174568876
7.371289877,4.084696775
8.278752741,4.767722384
10.20297155,3.270903753
4.562156483,4.822883764
,3.893925991
5.202672013,3.927980576
9.149733927,5.436819304
7.615556979,4.243133734
7.813067625,4.713719499
7.721032688,4.168487102
9.056244707,3.319353737
8.082657125,5.247130149
5.84866707,4.874534246
8.470545999,2.935801995
9.22858163,3.8391854
8.170588045,3.995857049
6.381977105,4.99189599
6.98981377,4.808582691
10.3781082,3.57744746
,3.5681966
3.590822364,4.144780873
7.388518503,4.409053528
6.966835168,2.957441071
6.703486854,4.223883711
7.139671256,3.151388595
6.64879301,5.138047828
,4.17007559
7.940713224,2.990150891
8.228563825,2.781944108
8.665692083,3.494032184
5.06404246,5.122702569
7.894322783,2.865031443
7.042793877,3.965647067
8.305063984,4.461210732
8.268307592,4.405408198
,4.133069339
7.397562418,2.459336841
6.36729853,2.61476606
8.410625565,4.352295779
7.098245544,4.909571475
7.32250205,2.981649192
5.198224971,3.807318103
,3.236570043
,4.754313124
6.280905113,3.021288909
6.823930137,4.016144076
6.629993518,3.155213653
10.30157127,3.857851975
6.123193935,5.457830951
,4.149483265
6.848033469,4.257037543
,3.144789726
6.411525836,2.200678202
5.122648455,3.504524534
3.43485576,5.389510246
10.84813042,3.133838702
8.725393412,4.565542154
10.35174253,5.227609397
8.174028131,3.986780704
8.034011917,2.452120806
8.205541815,3.634030668
7.893818459,3.508503713
,3.266562403
5.488135469,3.652991422
8.163074031,4.128193137
6.867000691,3.484120574
5.821706914,3.908198846
7.451888779,3.930080761
6.898315041,3.822307139
7.544340114,4.435514109
4.103867855,3.808850694
5.329938815,5.79932235
6.962993545,4.760381755
6.846059942,4.709374128
6.279842183,3.27858441
6.739849728,4.379630439
5.495035446,4.115428052
7.583770299,3.642289214
5.866702734,5.302972731
6.394980461,4.732002727
5.82126163,4.371078785
5.514062185,4.460362938
6.730883602,4.359137364
5.198067643,3.295033859
,4.654177335
7.362331187,3.93356497
7.06614184,4.127599073
5.420347747,3.75672017
7.015332583,5.251223104
,4.138696567
6.044671753,4.914883756
6.198650336,3.574172022
7.678945067,3.089549648
8.062066123,3.040031498
7.255798597,3.968177083
,3.430167323
6.792407469,2.505650441
7.368165577,3.684263383
8.837786915,2.087080217
7.108140711,4.015246444
5.289618437,4.54810035
7.169251038,4.533174155
7.695049437,3.198879005
8.693149901,4.687846798
,3.077034893
6.999764511,3.360130678
6.897922717,4.490105279
6.382314604,2.881370055
9.917092057,3.39332538
5.609025354,3.354890148
6.277463093,3.123166159
,3.796737486
7.714312672,4.42513397
6.351286549,3.707053968
7.958871446,4.007902613
6.618186567,3.797067861
6.000723336,4.176218743
6.39292784,3.271338859
6.977267852,2.367041309
6.353436844,3.861109202
6.019939995,2.747027112
7.330196877,2.884715098
9.241338767,3.842577604
6.593174457,3.931653171
6.948265449,4.095611813
,3.364890882
,3.589251634
5.938321179,3.88950004
8.249550509,4.284831119
6.903816978,3.867843303
7.605674821,5.554074526
6.589290501,3.181112063
7.511816641,2.285519929
7.301444654,3.16007484
6.788291583,4.255948317
,3.714469253
,3.356977982
6.692531669,2.942115367
6.028101118,4.080786271
6.715940564,2.404729206
7.490786676,4.354535491
,4.322325337
6.336588682,4.356593856
7.381757557,3.338021759
7.256015039,4.534960273
7.025821771,4.746091949
7.606880475,4.564460392
6.983860439,4.159566509
6.347020018,4.526350939
7.322828417,3.981968832
6.777506359,4.263180268
8.370364965,2.746649834
6.642755695,4.299209281
6.217584914,4.15016691
6.630122156,3.352764606
8.051022203,3.767443126
8.416086817,4.93008381
,3.743703735
7.933067692,4.534233043
7.917608595,3.784085381
8.942045991,4.354287641
7.033945359,3.931730863
,4.108856703
7.580048808,3.959636524
8.473249064,4.81018543
6.816416925,4.274738214
6.460033522,3.535597779
6.227826795,4.007347485
,4.400203469
,3.612918763
5.632731647,5.114607051
6.191241443,3.315070593
7.701032797,3.395482609
,3.498716819
8.832641116,3.452149736
5.646083312,3.938505627
7.332103963,3.901096866
7.896743922,4.889458166
5.675294715,5.021464632
6.010617577,4.867287404
7.986018499,3.153004728
,4.304051632
7.159613912,4.943842601
7.565198073,5.185000024
6.865568515,4.916218246
5.736675709,2.741791308
6.129069622,3.83763909
5.991371082,4.53937115
9.723377231,4.072063353
7.736312841,3.700916676
6.715799479,4.999752023
7.966762553,4.816347767
8.242558635,3.529427237
6.539546128,4.076403287
6.78538406,4.677920641
7.007974587,4.628974864
7.740383939,3.01336084
7.918087079,4.64004301
5.772769698,4.154685424
7.571684493,3.920287688
8.73352533,3.1492018
6.917858355,5.544167317
8.512780909,4.026622094
6.539115261,4.211671959
,5.53747584
8.22708313,3.619181848
7.274198051,3.152762794
7.118980168,5.349210586
,3.574605162
5.941942536,4.302179285
7.278910903,4.201577247
7.445189026,2.745803765
6.442496436,2.891018879
,4.989876168
6.919726155,4.12082788
6.47237105,4.134575197
8.25121778,3.495062986
,4.600663396
6.707108206,2.640246413
7.24019447,3.362821763
6.528490775,4.585971676
7.031839174,2.725564949
7.494391101,3.579651838
6.957433638,4.89205044
,3.327384429
6.962324595,4.526768327
6.509621638,3.802819638
8.069297893,3.021381555
7.213375388,3.453438876
6.790838199,3.438279839
6.975209178,5.25648355
7.422225264,4.486512693
6.505065807,2.890998522
6.617862257,4.601351198
6.769769339,3.846611901
6.341751224,4.01901055
7.058866081,3.937334184
7.539287395,5.427372665
,4.64569167
7.490807654,3.716367555
6.037428194,3.594217364
,3.392134168
6.706695161,4.371882445
,4.709676028
,4.116263245
6.758851697,3.639971876
7.48678088,2.748428797
6.904121373,4.141819203
,2.846501199
7.348937142,4.725746456
7.846057926,2.487968647
,3.113764306
6.1798098,3.70432422
6.755669308,3.959517637
,4.312289708
7.266598792,4.952733208
8.218171066,4.246446172
6.980061939,3.969463254
6.381978996,3.299047219
6.64800546,3.829783554
5.899936567,3.858978815
7.260904363,4.383823385
5.575920648,4.294447559
5.467401255,3.717822718
6.090016057,2.943521712
8.205447053,3.73992167
7.670505864,3.93382646
6.791097166,3.084039762
6.006769481,4.034754809
,4.905229739
6.336342762,3.78880332
7.473235377,3.87771425
,4.246388024
7.380104835,5.030452202
10.067633,3.776788997
5.9159443,2.585849315
,2.643212412
6.124847329,4.211967654
,3.30241929
7.876495131,3.913904717
6.021051323,4.661057552
,3.818403943
,3.434798595
6.58545023,4.275640248
6.342671183,4.582591795
6.632990254,4.36085117
5.400700138,3.555737566
7.460147818,2.413628852
6.709822001,1.687624505
8.054893322,3.52438043
5.365192408,3.180798457
6.920388988,3.277601364
7.025456548,2.927051442
7.974248428,3.195944251
8.03105522,3.338880126
7.614056817,3.437946395
7.643578362,3.76216286
7.731315009,5.164284275
6.268402756,3.38970529
7.369911642,3.821721167
,4.142386059
6.320375285,2.728617352
7.290088572,4.700618336
6.356511062,3.415525525
7.974065001,4.069086698
4.943508444,5.070841577
7.700362305,3.786486994
6.05460718,4.88916336
4.22142068,4.278712401
8.545890346,5.036882987
7.752176213,4.72550711
5.588129751,3.165618482
8.649868625,3.08168124
7.899256515,4.44817057
5.952267969,4.769768271
8.040187557,3.221138969
4.313219151,3.923590202
6.707016928,3.165632391
5.853560601,3.756873895
8.817402774,3.864098419
,2.812503635
,3.481517395
7.47640846,3.47819378
7.691486298,4.042497483
7.367371853,3.817215105
8.927905926,5.474354698
5.62122732,3.440753325
6.450644925,5.241539196
7.566517125,3.275142037
6.115637546,3.723625473
7.595228724,3.497604114
,3.25627469
7.131221859,4.713192605
7.399724708,3.79512408
7.002479941,3.352436318
5.345345371,2.362886022
6.185951163,5.2057243
6.070090952,4.699457411
7.095569331,4.861276292
,3.092816759
3.928556492,5.060835979
6.352973105,4.15549464
5.999125178,5.046973116
8.899588378,3.92861371
7.37533762,5.127394949
8.979322853,4.264944046
8.532377474,2.380088049
7.213537481,3.497480961
,4.583109838
8.895574458,4.754234802
6.582764204,3.668879697
,4.377502097
,3.287617332
5.986593892,5.051493874
6.841221063,5.092364652
,3.825770075
7.146117225,4.775201718
,3.943290757
7.507575296,3.703001047
7.997175823,4.817668211
5.174345998,3.689144992
,4.018446539
6.479092567,3.089597302
7.811512445,4.54607021
7.437216653,3.866874573
7.953878115,2.86022397
6.396569931,4.188249712
,3.594444416
8.058135997,3.13060894
,2.028875173
,4.875382905
9.497261163,5.24210533
7.984710742,4.567879972
6.26111058,4.753018575
6.957802749,4.587745469
9.663159015,5.270217774
6.732713713,3.885405037
4.886057057,3.079373114
9.610220345,4.961971972
8.518531795,4.147168618
6.950786515,3.997975215
6.023022741,3.668088579
9.011480407,4.270801389
7.946767904,3.038483125
7.709617351,4.140423757
6.081615358,4.010036799
8.146185794,5.177963625
8.141861116,4.136950486
7.703356821,4.732125346
,3.771305113
9.252856509,3.300585826
6.047651489,2.589867903
6.152857802,4.403083394
9.074922874,3.84047901
7.436537227,4.497629168
,3.458352214
7.130099196,1.986191593
6.79212545,4.042637641
,3.864931035
8.885626344,2.993300944
9.47531626,4.701538331
,4.691017503
7.183108734,4.006424839
6.157443145,4.770154312
6.467868302,2.861063943
,4.301273481
7.488133464,3.474034717
7.32354512,4.898421041
,3.067033981
6.530796124,3.181634909
6.931470427,4.249333174
7.774645243,3.911816766
8.107500139,4.647800627
6.306864459,4.619172769
,4.069165567
6.609680322,3.589146441
6.632205879,3.44374056
,4.287440678
5.716755667,4.080674996
7.74045387,3.54131667
6.277277371,3.619321182
8.006373298,2.396505358
6.513016586,3.729960916
6.234197672,3.885492316
7.277143967,4.931353522
6.04451303,5.127778325
6.643026538,3.709988662
5.15045654,4.147028947
6.110545161,6.06455925
7.831117737,3.807997464
6.980727164,5.437618577
8.552782416,2.940847996
6.449379439,3.71542875
7.392084038,3.778458496
8.360795827,3.715951409
7.619845077,3.779648433
5.404510674,3.998175886
7.079303518,5.553173841
,4.296188763
7.161714893,3.909973568
6.854946859,4.938999307
7.309556407,3.707413724
9.313465893,4.493612765
,4.50102454
,3.36517444
6.187938054,3.546183202
,3.802426744
7.965337305,3.390982111
9.264390909,3.175520774
7.754044354,3.760298085
9.393891652,3.048565866
8.176079615,4.112322458
8.337696201,3.454197457
,2.813526756
7.191024857,4.270645693
8.613698595,3.949220099
7.793039171,3.389270098
3.878879389,4.927711075
,3.723776038
3.978284627,3.751565769
5.96406536,4.696720853
7.53205858,3.808569923
7.233538435,3.679015068
,3.153800219
,4.21251085
7.480728114,3.714874787
4.477091714,4.32768029
,2.739234987
,4.476991215
6.31407747,4.363865763
,4.241935683
8.822610384,4.415596156
6.922652371,2.877354267
,3.611330374
6.904536858,5.058905448
6.548017642,5.930227577
6.581082756,3.511369718
7.864649673,3.585933522
6.136907177,4.704585018
6.94702854,2.600187733
6.203322508,3.487920051
,3.212492693
8.373170925,2.786329667
,5.026270726
5.921247069,3.74677556
8.829806178,4.423886042
,5.324638005
6.832217388,3.145415511
9.281302611,4.069976589
7.456250785,4.279697428
7.088250976,3.230645436
5.648628538,5.370004183
4.293961235,5.105120757
9.678050854,3.029700335
8.662709501,5.120102528
5.897391121,2.961602418
9.494242648,3.18902554
,4.181264106
7.080193059,1.492206615
7.55985231,4.550501006
7.040394956,3.931916553
8.053043682,3.301574895
7.044375319,4.276699074
6.309891576,3.603040462
6.203572848,4.305549362
6.879404957,4.70047023
7.754884394,5.128390055
7.916669699,4.275192719
6.405392482,4.531920781
7.795957801,4.25187617
6.963979351,4.489870473
6.967861397,4.893215273
6.622791356,5.60929081
7.369988621,3.463852437
,3.373936508
6.944868387,4.241135181
5.284810115,3.990242632
6.851442603,4.935556543
7.760189365,4.590527649
7.280560357,2.919796005
6.83425989,2.658843412
6.728975148,4.593787133
8.016418375,5.320015455
6.864916739,4.493746769
5.80897552,3.599933102
8.458796988,3.827431411
6.987335279,3.870292782
7.288736661,3.531384661
8.116350275,2.526016236
7.463915951,5.075843604
7.512361216,3.515802547
6.415108472,6.073006014
7.059940234,2.949938823
,1.659799385
7.425102223,2.558772744
6.742622398,4.96467264
7.682923445,3.542731087
7.041665417,3.099746163
7.185276449,2.959153823
6.597292363,4.318305407
6.908853083,4.693949416
,3.573741106
,3.603089689
6.281903929,4.457729915
7.036752104,3.285371835
7.362912867,3.249439878
7.369087139,2.715186685
7.708109989,4.896625908
6.50411278,5.396623142
8.185923417,3.566945145
6.149185174,4.275614874
7.080445821,2.664946055
6.628427347,3.405278618
4.704698462,4.109924712
7.976900874,4.753607931
6.809644515,3.183803572
,4.032267339
6.967696683,4.819637104
6.44455517,3.551905359
6.277742483,5.255011943
,2.505464027
9.014356734,4.549419413
7.78166376,4.822967485
6.084360116,4.29811092
7.15473588,4.629955736
6.74881155,3.312512766
8.128270069,4.678742166
,3.978495494
6.335683142,4.57886119
5.940475876,3.997969671
7.614877639,2.990780894
6.718249445,4.488904316
6.866356515,4.346153563
,2.601517589
7.553844615,4.37456385
7.366671989,3.394450273
6.567759613,3.824428039
6.333640046,3.982002335
5.892413186,3.311813193
7.91803917,3.386109813
6.549124998,4.421058844
6.804796145,4.847312562
,4.704273495
7.17617087,4.742966749
7.085095883,3.932839293
7.201702375,3.883250198
7.776044113,5.425945934
,4.258488737
7.046548537,2.869226102
,4.480574391
7.732880078,3.510728004
6.266799948,3.652844726
6.630251709,5.181202492
6.775631133,3.017544306
,4.32378488
8.164992426,4.16249551
7.773758137,4.040974482
7.295141332,5.056104024
,3.842113986
7.657541728,4.792527452
7.664793523,5.481690934
,3.619545637
7.800421289,3.345910382
7.264069097,3.960282114
7.544305636,3.714096435
7.749773784,4.317186298
7.442023084,2.894651172
6.559252621,4.216315016
7.035036795,4.557028866
7.880685943,3.579983811
7.498372459,4.242241799
,3.756100423
6.538207173,3.426266449
6.373288071,4.538108781
5.756475689,4.002081517
6.918062438,3.566298462
8.81350466,4.242459863
7.361599832,3.751588622
9.175586153,2.959684621
,3.952594441
6.550877193,4.824825939
6.510855611,4.225608376
7.347030356,4.2978807
8.11195317,4.430750456
,3.825936697
5.985012451,3.764099674
,4.219225569
,4.514174613
6.433722353,3.641489972
6.770095146,5.203461367
7.927969553,4.847262262
7.338826111,4.017061119
7.078361074,3.263464731
6.751668627,3.735173416
7.744125219,3.612260192
7.560392023,4.257805108
7.830607591,3.551568013
6.746934968,3.485535976
6.542281787,3.794055433
8.549692514,3.039018779
7.499844502,4.663869576
5.763772807,3.253200107
7.276863125,6.083772354
7.493290816,3.74874691
6.11602398,3.984308829
5.226895232,5.13805579
,3.227940799
6.420640206,3.139940274
7.669012537,4.589512953
7.128062255,4.510595264
,3.895572062
6.615350135,4.453443265
6.504876222,3.748443401
7.459124173,3.544751521
,4.804828567
7.096047101,4.785637378
6.989442177,3.85304755
,5.493180964
8.297725878,4.166105474
3.84645395,3.143430669
,3.669056836
9.380007092,4.566253696
8.998375023,4.516932985
5.690387424,2.988621031
7.301563449,2.774960949
7.031684051,4.422182857
4.348674993,4.360950051
5.29419539,3.522454093
7.257930995,4.266922561
9.250491639,3.996339179
9.680474778,2.79584013
,3.017984971
6.741245821,3.500970574
6.81170227,3.275008408
6.966942962,4.356931133
7.446089059,2.948657439
6.210647606,3.21212398
7.341547112,4.025643696
7.051396426,3.172091114
6.64261391,3.807720799
10.14629048,4.481552363
14,3.170993874
8.4695373,4.149553298
6.043212071,4.196726496
5.84111884,4.237560418
8.114665426,2.65459449
5.585116998,4.148342955
5.903993501,3.820021216
10.28412608,2.844632741
9.57822672,3.419238762
7.094830834,3.628459629
,2.51676912
9.687260028,3.085835467
6.52744059,3.567180517
,2.373437694
7.744772552,5.016321199
8.28922427,4.291001305
7.249257333,4.361486286
7.744098531,5.104188246
,3.986882335
6.890274539,4.100696951
6.047380857,2.216729691
11.56876797,3.761288428
10.16483856,2.937686205
8.722311224,3.009289196
3.717703935,3.780258731
4.894278074,3.594990864
6.071183422,5.036334154
9.032563451,3.626135878
9.913703797,5.55466674
,3.428095926
4.229224559,3.73313957
9.135451944,3.643686803
3.906567514,3.204795726
7.384048888,5.337987102
,3.91360184
8.524296363,4.343059524
5.706130889,4.32639437
3.71517136,2.35333814
6.519847784,3.272286086
7.910640914,3.88660269
6.587464617,4.096841156
4.30002934,4.586448405
8.575939174,4.00212866
8.884934503,4.714163453
10.5047602,4.681366362
,1.984614867
6.946717558,4.93498603
8.107091815,2.769164071
4.908899724,4.196429497
5.098967068,4.333667365
6.093091914,4.523557774
10.03393346,2.901535467
8.978997745,4.656316782
5.514747799,2.798158402
,3.808912954
6.731278124,4.190484029
7.191962029,4.102719041
,4.938389194
7.12771121,3.396184931
5.632040992,3.511984837
,4.4110576
7.95502634,3.955916726
7.775049501,4.699482756
5.168340328,3.841162625
7.66752086,4.618164705
7.272362197,3.99658137
3.691932693,3.846606955
,4.688955207
7.692523534,4.522431964
8.157518083,4.469430538
7.187765846,3.78412078
5.689554344,3.732170265
8.758824521,3.527565359
9.814247469,4.317531287
9.969273221,3.643379015
,2.757856838
9.14912671,4.805641211
,3.582882369
5.840811554,5.049463526
,3.772078073
4.98167205,4.47514849
5.423318496,5.224654834
4.838571107,4.580371969
7.904053371,3.137280422
6.744064261,3.534125963
8.66397482,3.689241361
4.161111968,4.168242189
8.515977267,2.165681681
9.99980746,2.659977662
7.038092306,4.237697607
2.803563057,3.489938597
5.972599968,5.164944785
8.180755326,3.845422805
7.010243376,3.279006327
8.179890443,4.295737731
,3.215740139
6.865125275,3.95515371
7.950816584,4.543685406
,3.305587798
9.581188523,3.929177544
7.274756855,4.271580716
,2.816074739
8.026773256,3.735983476
7.879543234,4.066229364
6.44897109,3.759326201
5.189413669,4.876273
6.538084087,5.143750122
5.91580675,4.513200539
8.136497869,4.20418585
