ph,Turbidity
,4.586748359
6.493764175,4.910911021
,4.894829651
6.977405633,5.327584532
5.489248055,3.987012091
2.558102799,2.817258117
7.312109304,5.123871935
8.55409697,3.56360986
6.704431913,3.395331743
,4.515322334
8.028304242,3.91599081
,2.962432971
8.616824426,4.584565663
9.46712903,3.164187994
6.793698635,4.822958046
,3.85115424
,4.123239479
5.486058602,4.557707495
5.05074838,3.930290663
6.246117565,4.755158013
8.142330913,4.70486593
6.852899085,4.594760614
8.801933555,3.769831936
,3.279888338
8.383761691,3.585736635
6.47613984,4.041580247
9.894562129,4.61753288
4.808039747,3.597759969
10.5779305,3.051607724
6.30497166,4.221305734
7.822491883,3.835332168
7.989376234,3.648743737
9.671796765,3.895103866
5.941265556,2.227370875
5.574755848,4.371806161
7.610509211,4.692217919
7.102446618,3.065508372
5.152739799,3.842625171
7.301463638,3.942709369
6.104925814,4.131932587
6.001382441,4.036719762
,3.830883637
7.885678999,5.430349994
,2.857687205
7.679090583,3.186823455
,4.169924018
10.39194239,5.77171476
6.714862378,4.593763682
7.349653377,3.861684092
,3.713109664
7.345138417,4.297994791
10.14708958,2.799440618
6.380717315,4.532019663
7.940646964,5.4318367
,3.906526285
7.78673469,1.96147543
6.323040314,4.749424236
,3.794033112
6.645657378,4.170657763
6.014539831,2.686068741
10.08677124,4.334122046
5.16622597,4.608319394
5.573201157,3.599624661
9.494558726,3.631107122
9.036504348,5.661984463
4.400509039,4.010809123
6.975392341,4.931460168
6.68774978,5.559984937
6.867521704,4.837268004
6.155249161,3.803908514
8.3032638,3.892667002
8.641634075,3.416625245
,2.99425921
7.348611231,3.544537268
7.573905933,4.410729144
7.855906368,4.15188983
,4.013477062
3.798391049,4.833507857
,3.514096506
11.23542596,5.147055276
6.396341051,4.44590718
,4.006631571
5.228506322,3.188805473
6.512239645,5.425794714
7.83431924,3.532936096
7.388292039,3.846830261
6.020653841,5.217131275
8.388322494,3.854771516
8.384296439,3.460998376
7.393977957,3.782727581
,4.494459702
8.384623152,3.682780338
7.094802143,4.084660033
6.565319432,2.233894046
6.38171958,4.657694982
7.539742095,4.21067784
10.62882091,5.140449467
9.228484209,4.829753514
10.52460198,4.340986728
,4.79540722
6.021265943,4.028042401
,3.778302162
5.973951249,4.208923205
6.217579612,3.490002014
,3.524413842
9.130607244,5.288486793
,3.978746922
6.095511875,4.302015723
6.195254905,3.138971387
5.814564234,4.131911908
6.756659807,4.184873593
,3.550311143
6.36997353,3.427066374
6.601407395,3.973576406
5.651933841,3.872027137
7.606066882,4.58147746
2.97442941,2.779901842
,2.619420879
,4.431829144
8.111101031,3.663774941
7.116132606,3.915381678
5.280292296,3.835305908
,3.346057063
9.808258179,4.48126124
,4.492387447
8.018831607,3.188477334
6.603640717,3.403798435
6.450805743,3.275581182
6.26637841,2.936610535
,4.904366576
5.161878763,4.320100541
6.98440553,3.406210458
6.791992649,2.91405748
8.30922771,3.756396831
5.057736411,3.163935937
6.908272154,5.405567223
7.243409879,4.466935915
6.164480227,4.834023096
9.16099754,3.542527793
5.277875568,3.632607032
3.975752658,3.666823799
5.685216463,4.066156997
6.93365391,2.010728686
7.464485186,3.880576017
6.071838864,2.691610395
7.136102613,2.574191772
,5.036017097
6.328553081,3.265854137
6.150595718,4.847520234
,4.067414044
5.508155526,4.571406411
4.761105185,4.581395078
10.49074403,2.887022939
6.676137319,4.336648485
7.973307535,2.826111941
7.352146038,5.864497891
6.990800831,4.332639872
5.468360932,4.933467949
7.835906989,3.183864093
2.538115773,2.840097214
8.423084472,3.958608984
7.617014109,3.800552599
7.617033494,4.299543396
5.429334842,3.08173592
,4.582157298
5.495975999,4.901038222
5.092757239,4.636728696
6.252810211,2.921797389
6.747415283,3.377450524
6.640862809,4.708268602
,5.437429061
7.300990131,4.59634734
5.498514693,3.074815428
5.652501287,4.856444192
6.164927293,4.169660978
7.851925692,5.204044178
7.22168944,3.160818481
6.578083891,4.890415759
7.859489939,4.498069166
6.073684981,5.249069811
,3.850134889
6.407963336,2.954092652
8.64664295,3.333242682
7.184697763,3.904063423
6.93208503,4.433285888
6.174750579,2.566048788
9.54025224,3.329503899
6.888842932,4.512332449
8.174186267,4.709402885
8.756926859,2.945671727
4.740056688,5.467935706
8.764495619,5.790838006
7.899451562,2.853767349
7.40265315,6.226580405
5.800034177,4.074407572
7.089184187,3.266028512
7.852206664,3.532437619
4.9456947,3.78251746
9.77693205,2.569468001
5.15348864,3.749920565
6.884981084,4.58431918
7.608750191,4.627464223
,2.29041112
4.901906856,4.103534274
5.711212506,3.953334967
7.476689512,4.195539286
7.033495055,3.678957092
,5.294159073
,5.149542443
8.655298873,4.588758378
,3.168031026
8.304334653,4.181254134
7.717076952,4.967975792
7.555822759,4.099168691
4.881729594,3.050197585
8.311271181,4.462045738
3.800431282,4.473976075
4.08359488,2.974870903
,4.575874148
4.865069696,3.974972302
9.624726886,2.615257476
5.188776875,3.769503907
7.842979001,5.109312362
5.916930488,3.15755952
5.72968912,5.100552354
5.678220967,5.42978174
7.38658182,3.791372588
7.519227463,3.275724959
7.446225785,5.086698562
7.753936118,4.833026694
9.159660477,5.452362325
7.496990927,3.837926004
7.542300167,4.317553512
7.15905299,4.291668967
,3.516237805
5.844673796,4.338056088
,3.384648505
5.258414737,3.730792788
7.420640789,5.42376733
7.074251444,4.878944116
8.189213851,3.709508878
7.744130994,5.207683455
8.289857906,4.289236735
8.025220021,4.134942729
8.848927372,5.992325027
6.438421804,3.380360394
,4.45939398
8.205550719,5.12952782
8.310373672,3.493053886
,3.980920352
7.833970824,4.814916877
8.142660401,4.617093489
5.896432475,4.280792929
,3.490172614
4.3107015,3.172375491
7.895769121,4.391731338
6.862995092,5.343285034
6.30476863,5.109934758
6.578680569,4.292042179
8.96724411,3.742255944
,2.848370818
7.423088086,3.712681965
9.166758133,5.429266409
8.468694415,4.375598892
6.48615266,3.246794305
4.439095783,3.844230761
7.79278353,4.047380786
7.205218264,3.465331089
6.569053876,4.204699129
,4.164772624
4.29168773,4.616088554
,4.403876807
4.921093903,3.285186851
6.727185265,4.158248535
5.757088957,3.730185467
5.842359064,3.865295967
8.848103019,3.074799306
5.866250668,4.281313459
6.020995363,4.806016625
7.529929503,4.585321994
6.649705311,3.085178509
5.097786226,4.829323364
6.483994508,2.688643285
,3.399945492
5.669699209,1.910116645
8.127710424,4.244173211
9.106916915,4.186726399
7.575757884,3.176432526
8.246369054,4.43325661
2.945469061,5.06998277
4.964070342,4.761700804
4.99139689,3.92659873
5.04562573,3.331786641
,3.469561086
11.06945629,4.880512381
5.775330889,5.164259921
9.012100313,4.962329207
4.031610444,4.037939155
7.882123947,5.364172169
8.759488715,2.88957811
6.653649515,4.871406193
,4.963535103
4.473882085,4.893656691
9.349469962,3.778022672
6.862936026,3.806093256
8.261405952,2.80042812
8.860324242,2.47667442
7.49651068,3.363403258
10.16417334,3.530940955
,4.086175637
6.039823242,3.923766075
,3.240419097
6.057904774,4.269753245
8.005016372,5.288776597
,2.676593519
7.038347517,4.575578405
,4.478070477
8.237091874,3.686074473
6.574083864,4.977323508
7.33810761,3.736379595
4.851103882,3.644106894
6.917920216,2.691485135
6.709336439,4.074387228
6.894050879,4.568843223
9.864727092,3.701895298
,4.903914479
8.039696863,3.826063248
9.824706476,3.226035359
10.88730499,4.0041613
9.831401691,3.311808138
6.528479453,4.063276428
4.09141145,5.95232482
,3.500848662
,3.165390901
,4.323989598
6.175164949,3.341369291
8.736126384,3.368532611
8.240945815,4.666295331
9.152284709,3.7927771
,3.813435553
6.317576554,3.399047914
5.692124157,4.682390726
,4.115320543
,4.536181266
7.191493719,4.320683961
7.381108534,4.34273753
6.17251737,4.129984995
9.076317994,3.436985824
8.85411954,3.461350424
6.768060049,4.145806702
,3.109695768
8.543216837,2.847875248
9.564853066,3.182805359
5.49978773,3.668220483
5.195920669,5.375901894
7.283913577,3.571862512
5.872439859,3.741067233
5.735723555,4.732953571
6.158424006,5.080497555
7.294364433,3.336582332
7.054266774,4.780615832
,3.151767824
3.148712285,3.465637836
5.665266377,4.571823611
8.310938776,4.408559684
7.096098311,4.569760036
7.957113516,3.729873301
7.400238581,4.880119768
9.734619708,3.506502994
8.037761108,3.572519002
,6.099631873
5.681810748,5.375156609
8.394509585,3.712472834
8.528292138,4.596923506
6.238053654,3.848306967
5.870615501,3.728785237
6.433726195,3.117918258
6.069363894,4.914809132
6.660461917,3.673135983
7.506111457,4.744006691
5.895145558,5.075214288
6.449236657,4.065148002
8.550525459,4.591997454
7.12263744,3.750446965
8.558663124,2.590635463
4.624304291,3.424250049
,4.117287902
6.091382724,5.075519616
9.658661976,4.639386555
8.115624507,4.40881194
,4.454641301
6.914868152,2.988611444
7.337924402,3.935513837
7.766114454,4.399902313
8.433974836,3.167712353
6.891549222,4.958936841
5.946160789,4.903632079
6.363836378,4.038983502
5.331799285,4.734873907
,4.799012921
8.466013448,3.94662054
7.426274011,4.363335813
11.21913474,5.749585831
5.708517435,3.344284854
6.559627885,3.664463031
5.606315226,3.748740507
,3.887361927
,3.666869694
,3.440299615
7.539337776,5.114128668
8.849702725,2.987671524
7.682762474,5.044306092
,4.725347455
6.448191032,3.932210321
10.19941269,4.384868014
7.76618666,3.674225442
,4.12930091
9.756577628,3.749009258
,3.860806603
6.406797813,4.573968265
,4.697040686
8.445219159,4.400705862
4.137044913,4.327356027
7.675913621,5.040460815
,3.558444802
5.70110097,5.956753498
6.376576427,4.161585515
5.517737316,4.523106008
3.854617678,4.290435046
7.558076302,4.169005267
7.387433763,3.830577272
7.763415107,4.113536187
,4.25222038
7.509350205,4.321856147
,4.659394534
5.057270546,4.432270873
5.830542049,5.19211665
5.859690474,2.747332827
8.891674051,4.522599229
10.15421907,3.730899269
,3.581036881
7.683156515,4.781323094
7.455541163,2.930364596
,2.994780122
4.81183249,2.860992949
5.720136479,3.513255496
9.961503137,5.215590495
3.230973106,3.281920559
10.18843265,4.635243483
6.262907282,4.594919156
7.399811394,3.803723818
9.271668544,3.744203632
4.704183667,4.1389944
8.65479265,5.148137888
8.018771949,4.356279098
8.189363356,3.688298056
9.341091803,4.5987865
,4.122850191
4.89196004,3.904269955
6.056817845,3.358060807
5.655117422,4.401152242
7.890263353,4.636738763
11.90773983,4.256415421
8.811472248,5.587395988
4.12658131,3.504750791
5.735358659,4.085054788
8.000775801,4.519209518
8.77504747,3.830698864
8.303831038,3.392656701
5.082241432,5.056378662
5.813546488,3.721425933
3.422394164,3.676245975
5.913374864,2.499831969
6.78302374,4.77880815
6.836059947,4.952508247
4.884388229,3.616700535
8.331553235,2.69238888
7.819659154,2.402337211
5.428356914,2.847843538
4.556656719,4.392257325
7.333003447,2.642003806
7.114386719,3.762682466
6.376950464,4.284387096
9.338235018,1.872572601
,5.54132228
8.93387761,4.374796522
10.60058999,5.477700314
6.838816707,4.776536255
5.600876517,4.362033669
6.102533306,2.292573781
6.490922996,4.372333382
8.50697907,3.881793835
7.413288341,3.290105906
,5.146442624
7.586235788,4.351335081
7.103348375,4.417193561
6.153495924,4.819970458
2.376768076,3.629217768
7.514835666,4.29973216
7.445189293,3.637894581
4.835297728,3.633760608
8.376279725,5.703962807
7.945909069,3.58543125
8.727778876,3.831540451
6.089430846,4.366860919
7.172323075,3.08421564
8.332953485,3.408299588
,3.955090834
4.563370643,4.825179226
,3.522486463
3.676844993,5.461473096
,3.517153023
7.889079735,4.034040701
5.525768545,4.401412624
4.858055602,4.130972247
3.272820098,4.318516117
7.117578658,4.333401737
7.822257363,3.080865919
4.334057806,2.613532097
,3.259749194
8.839583902,3.118039454
5.290666877,3.530573616
7.873271693,3.306392909
7.148440932,4.308569821
6.453605209,5.56826494
,4.940014517
5.654118943,3.466264458
7.650683237,4.043710884
6.418203057,2.670976747
6.848000113,3.815227609
6.991685153,3.72482356
5.924799469,4.188927904
7.526680395,4.148223129
,4.849755348
5.324641431,3.652003355
9.038326069,3.706265892
5.945988643,3.793329276
6.195086858,4.196558262
9.062822325,3.730369857
7.137428697,2.96418135
6.232010556,1.64151501
7.780868679,4.602026775
7.150046115,2.633890804
4.574124682,3.086499926
6.179312078,2.951960935
5.566328463,3.424760734
,5.136779753
7.185167714,3.955846978
,4.141552313
6.990452677,5.184441995
5.810742057,3.436966862
7.444165852,3.820865704
4.374877632,3.030107847
6.602539772,3.592496085
6.857493758,4.306581068
,3.888177383
6.789820821,4.512068205
8.560349291,2.939212581
,3.787475537
8.277058198,3.751324091
,5.068469998
6.921257043,3.540384278
5.63692356,3.007138099
6.607503311,3.447111219
4.95141352,3.870681285
5.913132933,3.900211314
,4.706774892
5.796236902,2.483643397
5.039673104,4.864866409
6.163519015,3.477244889
6.339142826,3.355765016
7.610672776,5.404817648
5.782079034,5.059361568
6.451503543,6.307678472
,3.685592896
6.9204487,4.498818336
6.549187601,4.190311121
6.393231345,3.644388127
6.100245391,2.174898199
6.35943131,3.636494911
6.272474991,4.61253578
,3.600220438
7.493843861,3.81994656
7.635264692,3.948303516
9.097617417,5.473663249
8.040144167,3.986459812
7.296908882,4.671448183
8.226808034,2.188701843
8.014183072,3.417076199
9.252893397,3.56643473
7.288112707,3.62698996
4.865444268,5.070254359
4.762828659,2.471786245
5.141506877,4.510578266
4.886379804,3.227849086
9.454119448,4.05862601
7.000523221,4.333688587
8.32398215,4.153782657
6.643158712,4.562197671
,5.709690241
6.758656471,2.743890222
8.628893415,3.071350371
9.794717849,2.807129775
5.376078292,3.629250322
5.603325961,3.900421361
8.592417714,3.701287942
7.266781486,3.919827045
8.064652809,3.324112614
,3.71095754
6.336456502,4.561219815
6.166348223,4.816304244
4.533399114,3.188640742
8.951652135,1.844371604
7.210773702,4.462408041
4.238282525,3.787425889
8.264090516,3.410510716
7.893312711,4.097360116
4.85558776,4.697153026
5.230453969,3.695615112
7.017295399,4.899611272
4.941972157,5.076146746
9.638222268,4.614369674
7.33739985,4.981833943
,3.735204451
,3.291942873
8.257596525,4.528574925
8.31526762,4.128525361
,3.293848374
7.171593555,4.62273611
6.941278904,4.178959772
,3.979296867
6.888547603,2.901432044
6.833111019,3.021573595
8.247958056,4.723230706
8.9223798,5.82182599
7.356056778,4.54991684
,3.893326832
9.752703227,3.422110475
6.844141767,3.412853175
6.910765112,4.340148944
8.801846046,4.031495953
6.283103588,2.663920734
6.35403811,4.935240394
5.92876734,3.59291229
6.823642006,3.386362672
7.342231249,4.261504364
7.146019716,5.393476357
5.089387791,3.054045201
8.594217251,4.489544794
8.149437298,4.949257361
9.271578533,3.54960841
7.021617481,3.85563625
7.833361001,4.270973138
6.643734376,3.920607408
6.761413709,4.350206872
7.243482154,4.763578512
7.990658239,3.160917459
7.612516823,2.939593472
6.080992869,2.09178684
7.888424515,2.998065931
6.658833572,3.96974044
,3.210752658
7.22299756,3.96625851
,3.125608701
6.427720561,2.9044534
5.023380784,4.477351412
,3.789195951
8.163999618,3.673088094
,3.537040785
5.272156459,4.063825854
6.903074331,4.473887011
7.466558358,4.991674871
7.397650663,3.078478788
,4.11358503
,3.4065632
5.53953369,3.755660187
7.376161138,4.010235394
9.318613916,4.642719286
6.701940912,4.179449581
5.547576263,4.448670726
9.001822865,3.976873452
9.130768887,4.771443755
4.07792047,4.789052053
7.125211076,3.908075346
13.54124024,3.529190957
7.171223723,2.2090918
,4.410673878
6.9777441,3.530622694
6.35716672,5.222077291
,4.464243686
8.339436757,4.133696122
6.27695651,3.214286497
10.94747264,3.112317482
9.871791232,3.652263831
4.317187354,4.078277145
4.227537386,4.479628314
4.140077139,3.167582571
5.349997297,3.838721385
7.578014308,3.503818511
7.710137891,3.898670803
8.330743319,2.408049129
6.510972335,3.96252511
,4.128746147
6.934310583,4.210975273
8.618653849,4.141341849
8.460963964,4.728493823
4.004248333,4.445946436
3.762097646,4.98606933
3.795132905,3.185083168
5.660736311,5.016187559
9.396148399,4.606058055
13.34988856,2.531074855
,3.77609972
7.817901281,4.622667687
,4.266869045
1.431781555,4.948442556
6.970036694,4.27528772
10.85186035,4.345012725
6.58800729,4.216454466
9.00435217,3.527893471
,4.374332547
4.328282516,3.708525863
7.417823927,3.470812079
3.261669787,4.280669331
,4.742163226
7.928831289,3.413572943
7.975329901,3.306129017
9.504157788,4.343041373
5.158722568,4.094605278
3.923473633,4.582982366
,3.673239558
5.849778285,3.643815888
5.890870359,4.37077656
5.963479205,3.727813323
6.106759636,3.924967064
6.898932482,3.688455553
8.091812332,4.370031238
7.611982389,6.494748556
8.886979332,4.731195077
6.532097274,4.599324041
7.833980482,4.254477177
11.56316906,5.107236014
6.782868548,5.468590847
8.28876546,3.580523461
0.97557799,2.53399627
7.528980405,3.644409765
9.764658134,3.024571178
10.19166524,3.403422698
2.92517432,3.678588221
,3.027946497
6.657793591,3.868925702
7.00523014,3.58986576
,3.761633184
6.227841922,4.599573327
6.392760459,4.421528142
6.088022489,4.173083496
3.961389047,4.0929659
4.275159673,3.732856051
7.301903491,3.430699188
10.89348473,3.634970396
6.79809746,3.571622599
11.49670245,3.132253296
5.808238634,4.81906373
,4.886633785
5.679330465,3.292071095
7.783305613,5.045619628
6.316470521,4.902735486
8.605374455,3.665323341
,5.185641935
7.057552646,4.486402627
4.850104171,3.885385518
,4.775120947
4.560916536,4.123621736
9.130828108,3.074134305
,2.840893066
4.233558617,3.515672079
5.571019711,3.931306748
,4.825701798
8.527142498,2.649423905
4.570854413,4.484185987
8.903733775,4.365169642
9.45993051,3.322889738
6.040281662,5.761580322
,3.978932656
4.663492192,3.742293454
5.726336216,3.912289082
10.93311072,3.894988624
4.281522089,4.371167168
7.948488372,3.891124346
6.825647037,2.804480385
7.285371191,3.694482047
5.984941215,3.488675274
5.368988344,3.73788278
4.016590233,4.417134153
,3.170543087
7.719000805,2.884818771
5.983731294,3.84938277
7.732601709,3.854993746
8.847880711,4.143450992
7.561832948,4.032150342
8.758560056,4.444375642
,3.228379217
3.832917409,4.768660397
3.730128007,4.943032174
5.801571267,4.425377564
3.678431807,4.480108576
5.14358748,3.09616449
6.628256197,4.464457184
,4.762871709
3.102075565,4.248075369
4.497585145,4.965738556
5.584124358,3.852731893
,4.858164686
10.33127328,2.673440871
9.130795899,3.025707369
4.618850847,4.322115889
6.931244178,4.897957118
5.602158585,4.067048745
7.520518927,4.227765964
5.58246982,4.048113258
7.992749619,4.062907043
8.210357973,3.716663875
9.901930594,4.226949554
,3.732339331
9.405875051,4.033733317
9.58789503,4.666916974
4.633202516,4.751858815
6.90111102,3.616498342
7.795557629,3.629252282
,4.592537979
0,4.92883998
8.39826106,2.62786247
6.255149749,3.146482536
11.49685889,5.005193167
,4.008443472
9.347344621,3.615151099
11.62114013,3.472067462
10.33767086,5.063108915
,3.954964292
5.287982808,3.311034005
7.617524134,3.698317397
7.149124568,3.787033415
8.651389727,3.26640974
5.290004371,3.532322498
5.369584181,3.357484436
8.747271524,4.764707508
8.040392261,3.017795963
8.550427815,4.903869628
7.739325711,3.645785495
7.104594899,4.763057991
6.988206155,1.899683002
7.86978187,4.219575578
8.85969604,4.575331195
7.39754401,3.947137888
5.174896032,3.44502808
,5.037492216
5.470981822,3.844019871
6.711814601,3.413646703
4.933106138,1.45
6.260891634,4.397386192
7.693555235,2.750695905
5.622807135,3.992956901
6.174884306,3.623297793
5.039406776,3.1269559
7.756939183,3.870338847
9.809996387,5.538200508
8.479592799,4.221265969
8.862867931,5.758675719
6.155738624,3.685975828
7.287286375,3.504265055
9.065894194,4.299502546
9.314522392,3.092940473
9.759937781,5.381745882
7.985406394,4.752451739
8.108350799,4.753358184
8.243090986,3.550716831
10.28937961,3.500166976
3.989032078,4.409414176
,3.832478703
8.519639043,3.427251407
,3.882003963
,4.647782246
4.495357679,4.962899585
,3.878664155
5.620533436,3.439475848
8.552993665,3.108673907
,3.86034761
10.2099558,4.112597752
,2.545631345
6.588207965,3.972255856
8.558388775,3.946227719
8.426906357,4.244513927
7.207538608,4.295189193
10.22768969,4.78632982
11.39054311,2.277358632
,3.216414002
6.580043295,4.756446279
10.81783108,3.590841128
5.093675135,4.552571442
5.264283802,5.100239665
7.971298747,2.439140009
8.35035104,3.507227581
,3.351766903
4.032060534,4.814235096
2.128531434,3.842109417
9.842056294,4.179197763
7.664628097,3.48740688
,3.19834386
7.260319682,4.282314756
9.537878629,3.024556641
1.985383359,3.923093197
7.248991198,4.255979651
6.96820896,3.63264389
6.150553015,4.810537179
6.300755509,5.708111883
6.920799599,4.915733469
6.481890279,5.002360533
,4.454964342
7.309596474,4.048202463
5.967274228,3.914543611
8.63127,3.640944003
9.172624519,3.686395202
,5.564901543
3.337628998,3.300191883
11.4497393,5.166903483
6.283678795,4.48077131
,3.543696299
8.761768405,4.673547855
6.61673069,3.622379242
7.734569203,3.821455975
6.971577182,3.226348501
4.709186747,3.860083952
5.23000319,3.045612106
5.27418539,4.364426392
8.433443104,3.824734138
6.847863212,4.92119573
7.26354507,3.950529737
6.733266883,3.765693648
,3.69194651
,3.399725616
7.777665366,4.683334813
6.103731305,3.38304892
6.665774201,4.903553219
,3.757799099
4.959852811,3.455044818
6.397905014,3.958543451
8.140344463,4.362792108
6.850625418,2.59383368
6.71477688,4.68485347
4.337119469,4.40163526
8.433290824,3.631542932
7.274212567,4.7102563
6.579184951,3.813556321
,3.4531255
8.651023363,3.644278972
8.357612993,4.366242228
,3.522586173
6.658741558,3.400987615
10.50378654,5.370457701
6.332386866,5.159001749
,4.238535197
6.730427772,3.961942035
8.2977832,4.239220572
6.259267533,3.932141959
8.076126298,4.291355258
5.731042139,3.675807027
6.563356597,5.292950181
5.303764337,4.024520851
7.647871554,3.078672724
,4.678745035
7.95145117,3.886882386
8.832142261,3.914511885
8.250830009,2.604707845
5.860574155,4.277241102
8.182103306,4.605237762
7.889579345,3.227360082
8.713482927,2.922194979
6.185924892,4.090264382
9.079715109,4.551724494
8.379512703,3.749818066
9.221955642,4.294251987
9.370696575,4.380796942
7.487573364,1.801326999
6.028348785,3.142083954
6.283318587,4.153989991
5.666446145,3.836823301
6.985303737,3.081799008
7.273368228,4.196421036
7.449659686,4.370404422
7.618119572,3.769699537
6.698153869,3.758179651
7.02729686,3.392666423
8.610963032,4.614400405
7.423586012,3.365397495
5.456680888,3.799472549
9.612898964,4.016409562
8.246919871,4.096619667
6.641174116,3.154701122
6.64606727,3.053983121
7.164478295,4.998203435
8.285071527,4.274661333
6.110022206,2.817780458
8.316663722,2.695799697
,1.922376883
9.004680613,3.775014984
6.886512603,3.599756493
9.293621613,3.661882214
6.985192202,4.246201595
5.094164361,4.710936484
6.150034401,3.444442492
6.18969926,3.02737148
7.497987815,5.738991025
6.965279872,3.969318296
5.412119545,5.680346587
7.503085765,4.305513625
,3.993125742
8.581042821,2.883145377
5.530055021,3.327472139
8.743958545,4.11897308
9.05238369,4.259719452
8.077260886,4.279871302
6.682097359,3.44982947
4.731320076,5.457892224
9.241419974,4.718850871
5.628313272,4.061644661
4.857802624,3.966570845
8.430471662,3.253920433
6.81760838,3.04829206
5.91375532,4.023775902
,2.674040012
5.500276575,5.147535911
5.608623152,3.777508267
5.609235359,3.224675518
,4.1190873
5.859822104,3.426634075
6.417716047,4.210327061
6.170526139,3.652207496
4.034063411,5.024742307
4.979468811,3.439021651
8.097453771,4.279082404
,3.345543355
8.468741063,2.876995631
7.870853412,4.221613951
7.679595096,3.297525234
7.226592711,4.337116899
,3.065910372
8.659113027,2.89577428
,3.855894987
6.360195819,2.713248379
10.48560365,4.669239858
6.603416523,4.270816604
5.713322921,4.571127866
4.767472455,3.893377808
9.609834365,4.308357589
9.186453377,3.453861456
9.960689858,3.434538463
6.102306794,4.280766478
6.792655098,1.917754393
5.910539738,4.007508148
6.125810325,4.953057691
5.836104525,3.738990829
,4.331690903
10.66736393,4.135568909
8.628301074,5.100857854
6.26011129,5.403614892
10.80815694,4.362542227
7.371914156,4.338957326
4.825591458,3.463097154
4.868827135,3.255600174
7.395450847,4.990235633
8.86211271,4.955081793
6.00897361,4.012340383
7.607223911,3.525027131
6.683367697,5.208061134
6.638411449,5.16405662
9.271355447,4.333952898
,3.699558048
3.629922065,4.754826393
8.378108023,4.52469297
6.923636014,4.013338801
5.893103408,4.390701604
8.197353369,3.361833324
8.372910285,4.906358241
8.989900091,4.613842848
6.702546553,3.442983035
11.49101091,4.369264314
6.069615757,3.669711704
4.668101687,4.43582091
7.808856018,2.798242842
9.419510316,3.298875499
5.126762923,4.708658468
7.874671358,2.309149057
